Mã Khách Hàng (CIF),Phân Cấp Rủi Ro,Biện Pháp Vận Hành,Luận Chứng Toán Học AI (Top 3 SHAP Drivers)
607448,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.686) || [2] Biến 'total_trans_amount'=4,198,000 VND (Điểm phạt SHAP: +3.959) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.303)"
483238,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +6.885) || [2] Biến 'total_trans_amount'=5,561,201,000 VND (Điểm phạt SHAP: +4.275) || [3] Biến 'avg_trans_amount'=15,577,594 VND (Điểm phạt SHAP: +0.375)"
678226,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.942) || [2] Biến 'total_trans_amount'=8,226,000 VND (Điểm phạt SHAP: +3.944) || [3] Biến 'password_change_count'=7.0 (Điểm phạt SHAP: +0.319)"
149139,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.034) || [2] Biến 'total_trans_amount'=14,530,000 VND (Điểm phạt SHAP: +3.884) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
872673,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.924) || [2] Biến 'total_trans_amount'=1,621,585,000 VND (Điểm phạt SHAP: +4.186) || [3] Biến 'avg_trans_amount'=50,674,531 VND (Điểm phạt SHAP: +0.485)"
821967,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.025) || [2] Biến 'total_trans_amount'=36,186,600 VND (Điểm phạt SHAP: +4.079) || [3] Biến 'avg_trans_amount'=18,093,300 VND (Điểm phạt SHAP: +0.523)"
95673,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.760) || [2] Biến 'total_trans_amount'=85,488,000 VND (Điểm phạt SHAP: +3.942) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
207335,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.021) || [2] Biến 'total_trans_amount'=32,680,000 VND (Điểm phạt SHAP: +3.955) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
341953,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +6.983) || [2] Biến 'total_trans_amount'=3,911,910,309 VND (Điểm phạt SHAP: +4.245) || [3] Biến 'avg_trans_amount'=23,708,547 VND (Điểm phạt SHAP: +0.467)"
249921,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.921) || [2] Biến 'total_trans_amount'=293,602,372 VND (Điểm phạt SHAP: +4.443) || [3] Biến 'avg_trans_amount'=22,584,798 VND (Điểm phạt SHAP: +0.877)"
954265,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.412) || [2] Biến 'total_trans_amount'=34,398,212 VND (Điểm phạt SHAP: +4.036) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.320)"
435128,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'total_trans_amount'=8,193,418,700 VND (Điểm phạt SHAP: +4.545) || [2] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +4.450) || [3] Biến 'avg_trans_amount'=128,022,167 VND (Điểm phạt SHAP: +0.782)"
651448,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.435) || [2] Biến 'total_trans_amount'=107,392,797 VND (Điểm phạt SHAP: +4.041) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
198461,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.658) || [2] Biến 'total_trans_amount'=2,207,572,346 VND (Điểm phạt SHAP: +4.470) || [3] Biến 'avg_trans_amount'=45,052,497 VND (Điểm phạt SHAP: +0.816)"
934774,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.457) || [2] Biến 'total_trans_amount'=200,458,000 VND (Điểm phạt SHAP: +4.103) || [3] Biến 'password_change_count'=5.0 (Điểm phạt SHAP: +0.291)"
203319,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.528) || [2] Biến 'total_trans_amount'=1,280,000 VND (Điểm phạt SHAP: +3.802) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.299)"
418247,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.468) || [2] Biến 'total_trans_amount'=456,346,025 VND (Điểm phạt SHAP: +4.176) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.303)"
171797,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.008) || [2] Biến 'total_trans_amount'=146,437,379 VND (Điểm phạt SHAP: +3.971) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
185876,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.926) || [2] Biến 'total_trans_amount'=11,255,890 VND (Điểm phạt SHAP: +3.953) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
375052,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.967) || [2] Biến 'total_trans_amount'=39,302,000 VND (Điểm phạt SHAP: +3.893) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
397655,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.970) || [2] Biến 'total_trans_amount'=112,259,417 VND (Điểm phạt SHAP: +4.011) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
263839,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.383) || [2] Biến 'total_trans_amount'=204,930,555 VND (Điểm phạt SHAP: +4.124) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.313)"
898327,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.177) || [2] Biến 'total_trans_amount'=39,235,000 VND (Điểm phạt SHAP: +3.937) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.333)"
886027,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +8.106) || [2] Biến 'total_trans_amount'=52,809,691 VND (Điểm phạt SHAP: +3.881) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
995447,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.309) || [2] Biến 'total_trans_amount'=288,499,400 VND (Điểm phạt SHAP: +4.035) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.296)"
999634,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=9.0 (Điểm phạt SHAP: +6.822) || [2] Biến 'total_trans_amount'=213,200,574 VND (Điểm phạt SHAP: +4.196) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.437)"
206433,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=11.0 (Điểm phạt SHAP: +7.293) || [2] Biến 'total_trans_amount'=71,710,000 VND (Điểm phạt SHAP: +4.055) || [3] Biến 'burst_max'=7.0 (Điểm phạt SHAP: +0.498)"
322208,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=7.0 (Điểm phạt SHAP: +7.902) || [2] Biến 'total_trans_amount'=27,857,500 VND (Điểm phạt SHAP: +3.948) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
286087,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.367) || [2] Biến 'total_trans_amount'=41,874,000 VND (Điểm phạt SHAP: +3.868) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
754429,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.316) || [2] Biến 'total_trans_amount'=25,902,558 VND (Điểm phạt SHAP: +3.858) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.344)"
743174,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +6.888) || [2] Biến 'total_trans_amount'=1,471,047,000 VND (Điểm phạt SHAP: +4.191) || [3] Biến 'avg_trans_amount'=30,646,812 VND (Điểm phạt SHAP: +0.490)"
204059,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.056) || [2] Biến 'total_trans_amount'=497,977,043 VND (Điểm phạt SHAP: +4.182) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.295)"
676186,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.661) || [2] Biến 'total_trans_amount'=208,491,390 VND (Điểm phạt SHAP: +4.435) || [3] Biến 'avg_trans_amount'=14,892,242 VND (Điểm phạt SHAP: +0.846)"
510345,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.490) || [2] Biến 'total_trans_amount'=153,096,583 VND (Điểm phạt SHAP: +4.105) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
801465,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.763) || [2] Biến 'total_trans_amount'=1,378,531 VND (Điểm phạt SHAP: +3.712) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.319)"
787599,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.854) || [2] Biến 'total_trans_amount'=58,983,000 VND (Điểm phạt SHAP: +4.004) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.333)"
110702,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.506) || [2] Biến 'total_trans_amount'=43,120,000 VND (Điểm phạt SHAP: +3.984) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.333)"
551893,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.165) || [2] Biến 'total_trans_amount'=37,420,000 VND (Điểm phạt SHAP: +3.867) || [3] Biến 'password_change_count'=5.0 (Điểm phạt SHAP: +0.319)"
372515,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.937) || [2] Biến 'total_trans_amount'=14,301,220 VND (Điểm phạt SHAP: +3.950) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
380343,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.411) || [2] Biến 'total_trans_amount'=190,664,122 VND (Điểm phạt SHAP: +4.106) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.294)"
318470,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.194) || [2] Biến 'total_trans_amount'=37,641,000 VND (Điểm phạt SHAP: +3.905) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.322)"
942444,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.216) || [2] Biến 'total_trans_amount'=15,373,000 VND (Điểm phạt SHAP: +3.862) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.344)"
730187,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.941) || [2] Biến 'total_trans_amount'=1,162,900 VND (Điểm phạt SHAP: +3.695) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.319)"
162457,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.495) || [2] Biến 'total_trans_amount'=8,333,000 VND (Điểm phạt SHAP: +3.971) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.445)"
909671,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.246) || [2] Biến 'total_trans_amount'=15,560,700 VND (Điểm phạt SHAP: +3.856) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
658442,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.978) || [2] Biến 'total_trans_amount'=27,730,000 VND (Điểm phạt SHAP: +3.906) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
947764,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.009) || [2] Biến 'total_trans_amount'=79,204,000 VND (Điểm phạt SHAP: +3.939) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
516271,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +10.064) || [2] Biến 'total_trans_amount'=370,100 VND (Điểm phạt SHAP: +0.614) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.268)"
33039,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'total_trans_amount'=1,591,252,027 VND (Điểm phạt SHAP: +4.540) || [2] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.525) || [3] Biến 'avg_trans_amount'=19,405,513 VND (Điểm phạt SHAP: +0.795)"
636270,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.991) || [2] Biến 'total_trans_amount'=22,755,000 VND (Điểm phạt SHAP: +3.881) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
243065,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.255) || [2] Biến 'total_trans_amount'=104,107,000 VND (Điểm phạt SHAP: +4.116) || [3] Biến 'burst_max'=11.0 (Điểm phạt SHAP: +0.502)"
227895,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.069) || [2] Biến 'total_trans_amount'=126,823,826 VND (Điểm phạt SHAP: +3.942) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.324)"
582617,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.537) || [2] Biến 'total_trans_amount'=54,847,800 VND (Điểm phạt SHAP: +4.100) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
334120,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.528) || [2] Biến 'total_trans_amount'=177,261,241 VND (Điểm phạt SHAP: +4.091) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.312)"
798056,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.845) || [2] Biến 'total_trans_amount'=459,890,000 VND (Điểm phạt SHAP: +4.003) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
405024,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.714) || [2] Biến 'total_trans_amount'=1,523,272,902 VND (Điểm phạt SHAP: +4.088) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
225504,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.854) || [2] Biến 'total_trans_amount'=233,770,000 VND (Điểm phạt SHAP: +4.404) || [3] Biến 'avg_trans_amount'=19,480,833 VND (Điểm phạt SHAP: +0.880)"
114745,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.096) || [2] Biến 'total_trans_amount'=91,016,723 VND (Điểm phạt SHAP: +3.932) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
358603,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.218) || [2] Biến 'total_trans_amount'=13,107,506 VND (Điểm phạt SHAP: +3.866) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
574638,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +6.793) || [2] Biến 'total_trans_amount'=3,010,479,000 VND (Điểm phạt SHAP: +4.262) || [3] Biến 'burst_max'=9.0 (Điểm phạt SHAP: +0.396)"
37465,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.003) || [2] Biến 'total_trans_amount'=55,001,828 VND (Điểm phạt SHAP: +3.995) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
275528,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.366) || [2] Biến 'total_trans_amount'=64,467,000 VND (Điểm phạt SHAP: +4.095) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.439)"
973708,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +6.610) || [2] Biến 'total_trans_amount'=2,609,622,000 VND (Điểm phạt SHAP: +4.292) || [3] Biến 'burst_max'=7.0 (Điểm phạt SHAP: +0.396)"
385705,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.639) || [2] Biến 'total_trans_amount'=79,862,671 VND (Điểm phạt SHAP: +4.096) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.303)"
292989,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.799) || [2] Biến 'total_trans_amount'=217,425,000 VND (Điểm phạt SHAP: +3.979) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.319)"
300172,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.001) || [2] Biến 'total_trans_amount'=11,052,200 VND (Điểm phạt SHAP: +3.884) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
597016,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.792) || [2] Biến 'total_trans_amount'=1,071,685,289 VND (Điểm phạt SHAP: +4.074) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
12612,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'total_trans_amount'=79,155,949 VND (Điểm phạt SHAP: +4.572) || [2] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.489) || [3] Biến 'avg_trans_amount'=39,577,974 VND (Điểm phạt SHAP: +0.803)"
203729,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +6.791) || [2] Biến 'total_trans_amount'=4,363,330,001 VND (Điểm phạt SHAP: +4.254) || [3] Biến 'avg_trans_amount'=29,088,867 VND (Điểm phạt SHAP: +0.468)"
998682,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.107) || [2] Biến 'total_trans_amount'=27,235,000 VND (Điểm phạt SHAP: +3.872) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
148674,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.266) || [2] Biến 'total_trans_amount'=96,912,000 VND (Điểm phạt SHAP: +4.049) || [3] Biến 'burst_max'=7.0 (Điểm phạt SHAP: +0.498)"
470179,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.041) || [2] Biến 'total_trans_amount'=2,810,753,090 VND (Điểm phạt SHAP: +4.246) || [3] Biến 'avg_trans_amount'=15,879,961 VND (Điểm phạt SHAP: +0.454)"
157640,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.767) || [2] Biến 'total_trans_amount'=100,000,000 VND (Điểm phạt SHAP: +4.433) || [3] Biến 'avg_trans_amount'=50,000,000 VND (Điểm phạt SHAP: +0.836)"
57757,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.933) || [2] Biến 'total_trans_amount'=30,455,000 VND (Điểm phạt SHAP: +3.917) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
942960,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +6.481) || [2] Biến 'total_trans_amount'=7,012,031,000 VND (Điểm phạt SHAP: +4.314) || [3] Biến 'avg_trans_amount'=97,389,319 VND (Điểm phạt SHAP: +0.420)"
320946,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.980) || [2] Biến 'total_trans_amount'=45,090,000 VND (Điểm phạt SHAP: +3.888) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
874788,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.892) || [2] Biến 'total_trans_amount'=153,190,001 VND (Điểm phạt SHAP: +4.003) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.331)"
42159,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'total_trans_amount'=4,115,991,385 VND (Điểm phạt SHAP: +4.548) || [2] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +4.433) || [3] Biến 'avg_trans_amount'=35,179,414 VND (Điểm phạt SHAP: +0.787)"
317708,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.015) || [2] Biến 'total_trans_amount'=14,484,680 VND (Điểm phạt SHAP: +3.881) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
918803,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.014) || [2] Biến 'total_trans_amount'=313,531,022 VND (Điểm phạt SHAP: +4.119) || [3] Biến 'avg_trans_amount'=14,251,410 VND (Điểm phạt SHAP: +0.500)"
436534,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.997) || [2] Biến 'total_trans_amount'=36,373,909 VND (Điểm phạt SHAP: +3.945) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
833095,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +4.612) || [2] Biến 'total_trans_amount'=797,550,000 VND (Điểm phạt SHAP: +4.471) || [3] Biến 'avg_trans_amount'=37,978,571 VND (Điểm phạt SHAP: +0.831)"
392199,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.180) || [2] Biến 'total_trans_amount'=634,790,269 VND (Điểm phạt SHAP: +4.173) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.439)"
74580,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.149) || [2] Biến 'total_trans_amount'=11,230,000 VND (Điểm phạt SHAP: +3.886) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
663145,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.855) || [2] Biến 'total_trans_amount'=116,921,169 VND (Điểm phạt SHAP: +4.476) || [3] Biến 'avg_trans_amount'=16,703,024 VND (Điểm phạt SHAP: +0.881)"
540862,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=12.0 (Điểm phạt SHAP: +7.358) || [2] Biến 'total_trans_amount'=839,813,038 VND (Điểm phạt SHAP: +4.127) || [3] Biến 'burst_max'=15.0 (Điểm phạt SHAP: +0.500)"
727690,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.656) || [2] Biến 'total_trans_amount'=325,281,152 VND (Điểm phạt SHAP: +4.456) || [3] Biến 'avg_trans_amount'=21,685,410 VND (Điểm phạt SHAP: +0.837)"
237279,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.979) || [2] Biến 'total_trans_amount'=246,255,000 VND (Điểm phạt SHAP: +3.955) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
224618,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.534) || [2] Biến 'total_trans_amount'=345,624,000 VND (Điểm phạt SHAP: +4.090) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.302)"
583202,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.144) || [2] Biến 'total_trans_amount'=85,308,511 VND (Điểm phạt SHAP: +3.934) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
226196,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.544) || [2] Biến 'total_trans_amount'=53,183,995 VND (Điểm phạt SHAP: +3.989) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
415887,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.993) || [2] Biến 'total_trans_amount'=5,134,000 VND (Điểm phạt SHAP: +3.958) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
